観測点番号,震度発表名称,観測点緯度,観測点経度,観測開始年月日時分,観測終了年月日時分
4433430,浜松北区細江町＊,34.8,137.65,199806151200,
4433431,浜松北区引佐町＊,34.8333,137.6667,199806151200,
4433530,浜松浜北区西美薗＊,34.8,137.7833,199806151200,
4433620,浜松天竜区春野町＊,34.9833,137.9,200703011200,
4433622,浜松天竜区佐久間町＊,35.1,137.8167,201108021200,
4433630,浜松天竜区二俣町鹿島＊,34.85,137.8167,199806151200,
4433631,浜松天竜区二俣町二俣＊,34.8667,137.8167,199806151200,201007011200
4433632,浜松天竜区龍山町（旧）＊,34.9667,137.8333,199806151200,201209181200
4433633,浜松天竜区水窪町（旧）＊,35.1667,137.8667,199806151200,201111081000
4433634,浜松天竜区水窪町＊,35.1667,137.8667,201111081000,
4433635,浜松天竜区龍山町（旧２）＊,34.9667,137.8333,201209181200,201312141200
4433636,浜松天竜区龍山町＊,34.9667,137.8333,201312141200,
4433640,浜松天竜区佐久間町＊,35.0833,137.8167,200109181200,201108021200
4433660,浜松市春野町＊,34.9833,137.9,200109181200,200703011200
4433670,佐久間通報所,35.0833,137.8,195612019999,999999999999
4500000,豊橋市向山,34.75,137.4,199604011200,
4500030,豊橋市東松山町＊,34.7667,137.3833,199711101200,
4500130,豊川市諏訪＊,34.8333,137.3667,199711101200,
4500131,豊川市一宮町＊,34.85,137.4167,199711101200,
4500132,豊川市赤坂町＊,34.8667,137.3,199711101200,
4500133,豊川市御津町＊,34.8167,137.3167,199711101200,
4500134,豊川市小坂井町（旧）＊,34.8,137.3667,199711101200,202112201200
4500135,豊川市小坂井町＊,34.8,137.3667,202112201200,
4500220,蒲郡市御幸町＊,34.8333,137.2167,200411011200,
4500230,蒲郡市神ノ郷町＊,34.8333,137.2167,199711101200,201003299999
4500231,蒲郡市水竹町＊,34.8333,137.2333,201003299999,
4500300,新城市乗本,34.9333,137.5667,199604011200,
4500301,新城市矢部,34.9167,137.5,201210021200,202103251200
4500302,新城市作手清岳,34.9667,137.4167,202203251200,
4500320,新城市長篠＊,34.9333,137.5667,200411011200,
4500321,新城市作手高里松風呂＊,34.9833,137.4333,201503261200,
4500330,新城市東入船（旧）＊,34.9,137.5,199711101200,201806051200
4500331,新城市作手高里縄手上＊,34.9833,137.4167,200304011200,
4500332,新城市東入船＊,34.9,137.5,201806051200,
4500830,設楽町田口（旧）＊,35.1,137.5667,199711101200,201312241200
4500831,設楽町津具＊,35.1667,137.6167,199711101200,
4500832,設楽町田口＊,35.1,137.5667,201312241200,
4500860,津具村見出原＊,35.1667,137.6333,199711101200,200011301200
4500930,東栄町本郷＊,35.0833,137.7,199711101200,
4501030,豊根村下黒川＊,35.15,137.7167,199711101200,
4501031,豊根村富山＊,35.1833,137.8167,199711101200,
4502300,田原市福江町（旧）,34.6333,137.1,194603139999,200908211500
4502301,田原市石神町,34.6333,137.1333,199407151200,
4502302,田原市福江町,34.6333,137.1,200910011300,
4502320,田原市古田町＊,34.6167,137.1167,200411011200,
4502330,田原市田原町＊,34.6667,137.2667,200203201200,
4502331,田原市赤羽根町＊,34.6167,137.2167,199711101200,
4510000,名古屋千種区日和町,35.1667,136.9667,192601999999,
4510140,名古屋東区筒井＊,35.1833,136.9333,200001121200,
4510240,名古屋北区萩野通＊,35.2167,136.9167,200001121200,
4510340,名古屋西区八筋町＊,35.2167,136.8833,200001121200,
4510440,名古屋中村区大宮町＊,35.1667,136.8667,200001121200,
4510530,名古屋中区市役所＊,35.1833,136.9,199711101200,
4510531,名古屋中区県庁（旧）＊,35.1833,136.9,199711101200,200605191200
4510532,名古屋中区県庁＊,35.1833,136.9,200605191200,
4510640,名古屋昭和区阿由知通＊,35.15,136.9333,200001121200,
4510740,名古屋瑞穂区塩入町＊,35.1167,136.9167,200001121200,
4510840,名古屋熱田区一番＊,35.1167,136.9,200001121200,
4510940,名古屋中川区東春田＊,35.15,136.8167,200001121200,
4511040,名古屋港区金城ふ頭＊,35.05,136.85,200001121200,
4511041,名古屋港区春田野＊,35.1167,136.8167,200001121200,
4511042,名古屋港区善進本町＊,35.1,136.85,200001121200,
4511140,名古屋南区鳴尾＊,35.0833,136.9333,200001121200,
4511240,名古屋守山区下志段味＊,35.2333,137.0167,200001121200,
4511241,名古屋守山区西新＊,35.2,136.9667,200001121200,
4511320,名古屋緑区有松町＊,35.0667,136.9667,200408091200,
4511440,名古屋名東区名東本町＊,35.1667,136.9833,200001121200,
4511540,名古屋天白区島田＊,35.1167,136.9667,200001121200,
4511600,岡崎市伝馬通,34.95,137.1667,199604011200,200801290830
4511601,岡崎市若宮町,34.95,137.1833,200801302030,
4511630,岡崎市樫山町（旧）＊,34.9167,137.3,199711101200,201601081200
4511631,岡崎市樫山町＊,34.9167,137.2833,201601081200,
4511700,一宮市千秋,35.3,136.85,201210021200,
4511730,一宮市緑（旧）＊,35.3,136.8167,199711101200,201108021200
4511731,一宮市西五城＊,35.3,136.75,200203201200,
4511732,一宮市木曽川町＊,35.3333,136.7833,200203201200,
4511733,一宮市緑＊,35.3,136.8167,201108021200,
4511830,瀬戸市苗場町＊,35.2333,137.0833,199711101200,
4511930,半田市東洋町（旧）＊,34.9,136.9333,199711101200,201207031200
4511931,半田市東洋町＊,34.9,136.9333,201210121200,
4512030,春日井市鳥居松町＊,35.25,136.9667,199711101200,
4512130,愛知津島市埋田町＊,35.1667,136.7333,199711101200,
4512230,碧南市港本町＊,34.8833,137.0,199711101200,200304011200
4512231,碧南市松本町＊,34.8833,137.0,200304011200,
4512330,刈谷市寿町＊,34.9833,137.0,199711101200,
4512400,豊田市小坂本町,35.0833,137.15,199604011200,
4512401,豊田市大洞町,35.2667,137.25,199407151200,
4512420,豊田市小坂町＊,35.0833,137.15,200411011200,
4512421,豊田市藤岡飯野町＊,35.2,137.2,200405261200,
4512430,豊田市長興寺＊,35.0667,137.1667,199711101200,
4512431,豊田市小原町（旧）＊,35.2333,137.2833,199711101200,201108021200
4512432,豊田市足助町＊,35.1333,137.3167,199711101200,
4512433,豊田市大沼町（旧）＊,35.0333,137.3167,199711101200,201108021200
4512434,豊田市小渡町（旧）＊,35.2333,137.3667,199711101200,201108021200
4512435,豊田市稲武町＊,35.2167,137.5167,200304011200,
4512436,豊田市小原町＊,35.2333,137.2833,201108021200,
4512437,豊田市大沼町＊,35.0333,137.3167,201108021200,
4512438,豊田市小渡町＊,35.2333,137.3667,201108021200,
4512440,豊田市駒場町＊,35.0167,137.05,201404081200,
4512441,豊田市坂上町＊,35.0667,137.25,201404081200,
4512442,豊田市畝部西町＊,35.0167,137.15,201404081200,
4512443,豊田市百々町＊,35.1,137.2,201404081200,
4512444,豊田市保見町＊,35.1333,137.1333,201404081200,
4512520,安城市和泉町＊,34.9167,137.05,200411011200,
4512530,安城市横山町＊,34.95,137.0833,199711101200,
4512600,西尾市一色町（旧）,34.8167,137.0333,199604011200,201603231200
4512601,西尾市一色町,34.8167,137.0333,201603231200,
4512630,西尾市寄住町＊,34.8667,137.0667,199711101200,200703301200
4512631,西尾市矢曽根町＊,34.8667,137.05,200703301200,
4512632,西尾市吉良町（旧）＊,34.8,137.0667,199711101200,202012211200
4512633,西尾市西幡豆町（旧）＊,34.8,137.1333,199711101200,201108021200
4512634,西尾市西幡豆町＊,34.8,137.1333,201108021200,
4512635,西尾市吉良町＊,34.8,137.0667,202012211200,
4512730,犬山市五郎丸＊,35.3667,136.95,199711101200,
4512800,常滑市新開町,34.8833,136.8333,199604011200,202202251200
4512801,中部国際空港,34.8667,136.8167,200804011200,
4512802,常滑市飛香台,34.9,136.85,202202251200,
4512930,愛知江南市赤童子町＊,35.3333,136.8667,199711101200,
4513130,小牧市安田町＊,35.3,136.9167,200403011200,
4513230,稲沢市稲府町＊,35.25,136.7833,199711101200,
4513231,稲沢市祖父江町（旧）＊,35.25,136.7167,199711101200,201703151200
4513232,稲沢市平和町（旧）＊,35.2167,136.7333,199711101200,201703141200
4513233,稲沢市祖父江町＊,35.25,136.7333,201703151200,
4513234,稲沢市平和町＊,35.2167,136.75,201703141200,
4513330,東海市中央町＊,35.0167,136.9,199711101200,201101061200
4513331,東海市加木屋町＊,35.0,136.9,201101061200,
4513430,大府市中央町＊,35.0167,136.9667,200103221200,
4513520,知多市緑町＊,35.0,136.8667,200411011200,
4513540,知多市八幡＊,35.0,136.8667,200312011200,201101061200
4513630,知立市弘法＊,35.0,137.05,199711101200,
4513730,尾張旭市東大道町＊,35.2167,137.0333,199711101200,
4513830,高浜市稗田町＊,34.9167,136.9833,199711101200,
4513930,岩倉市川井町＊,35.2667,136.8667,199711101200,
4514030,豊明市新田町＊,35.05,137.0167,199810151200,200304011200
4514031,豊明市沓掛町＊,35.0667,137.0167,200304011200,
4514130,日進市蟹甲町＊,35.1333,137.0333,199711101200,
4514230,東郷町春木＊,35.1,137.05,199711101200,
4514530,豊山町豊場＊,35.25,136.9167,199711101200,
4515130,大口町下小口＊,35.3333,136.9,199711101200,
4515230,扶桑町高雄＊,35.3667,136.9167,199711101200,
4515930,大治町馬島＊,35.1833,136.8167,199711101200,
4516030,蟹江町蟹江本町＊,35.1333,136.8,199711101200,
4516230,飛島村竹之郷＊,35.0833,136.7833,199711101200,
4516830,阿久比町卯坂（旧）＊,34.9333,136.9167,199711101200,201512241200
4516831,阿久比町卯坂＊,34.9333,136.9167,201512241200,
4516930,東浦町緒川＊,34.9833,136.9667,199711101200,
4517000,南知多町豊浜,34.7167,136.9333,199604011200,
4517120,愛知美浜町河和＊,34.7833,136.9,200405261200,
4517230,武豊町長尾山＊,34.85,136.9167,199711101200,
4517630,幸田町菱池（旧）＊,34.8667,137.1667,199711101200,200507071200
4517631,幸田町菱池＊,34.8667,137.1667,200507071200,
4518000,愛西市稲葉町（旧）,35.15,136.7333,199604011200,201505281200
4518001,愛西市稲葉町,35.15,136.7333,201505281200,
4518030,愛西市石田町＊,35.1667,136.7,199711101200,
4518031,愛西市江西町＊,35.2167,136.7,199711101200,
4518032,愛西市諏訪町＊,35.2,136.7333,199711101200,
4518130,清須市西枇杷島町花咲＊,35.2,136.8667,199711101200,
4518131,清須市清洲（旧）＊,35.2167,136.8333,199711101200,201803021200
4518132,清須市須ケ口（旧）＊,35.2,136.85,199711101200,201508201200
4518133,清須市春日振形（旧）＊,35.2333,136.8333,199711101200,201802281200
4518134,清須市須ケ口＊,35.2,136.85,201508201200,
4518135,清須市清洲＊,35.2167,136.8333,201803021200,
4518136,清須市春日振形＊,35.2333,136.8333,201802281200,
4518230,北名古屋市熊之庄＊,35.25,136.8833,199711101200,201707131200
4518231,北名古屋市西之保＊,35.25,136.8667,199711101200,
4518330,弥富市神戸（旧）＊,35.1,136.7667,199711101200,201108021200
4518331,弥富市前ヶ須町（旧）＊,35.1167,136.7167,199711101200,201703271200
4518332,弥富市神戸（旧２）＊,35.1,136.7667,201108021200,201402071200
4518333,弥富市神戸＊,35.1,136.7667,201402071200,
4518334,弥富市前ヶ須町＊,35.1167,136.7167,201703271200,
4518430,愛知みよし市三好町（旧）＊,35.0833,137.0667,199711101200,201207031200
4518431,愛知みよし市三好町＊,35.0833,137.0667,201207031200,
4518530,あま市七宝町＊,35.1667,136.8,199711101200,
4518531,あま市木田＊,35.2,136.7833,199711101200,
4518532,あま市甚目寺＊,35.2,136.8167,199711101200,
4518630,長久手市岩作城の内＊,35.1833,137.05,199711101200,
4600000,四日市市小古曽,34.9333,136.5833,196699999999,200007181200
4600001,四日市市日永,34.9333,136.5833,200007181200,
4600020,四日市市新浜町＊,34.9667,136.6333,200411011200,
4600030,四日市市諏訪町＊,34.9667,136.6333,199907211200,
4600031,四日市市楠町北五味塚（旧）＊,34.9167,136.6333,199806151200,202007201200
4600032,四日市市楠町北五味塚＊,34.9167,136.6333,202007201200,
4600130,桑名市中央町（旧）＊,35.0667,136.6833,199907211200,202011221200
4600131,桑名市多度町多度（旧）＊,35.1333,136.6333,199806151200,201010051200
4600132,桑名市長島町松ケ島（旧）＊,35.0833,136.7,199806151200,201010051200
4600133,桑名市多度町多度＊,35.1333,136.6333,201010051200,
4600134,桑名市長島町松ケ島＊,35.0833,136.7,201010051200,
4600135,桑名市中央町＊,35.0667,136.6833,202011221200,
4600200,鈴鹿市西条,34.8833,136.5667,199604011200,
4600230,鈴鹿市神戸（旧）＊,34.8833,136.5833,199806151200,200603221200
4600231,鈴鹿市神戸＊,34.8833,136.5833,200603221200,
4600530,木曽岬町西対海地（旧）＊,35.0833,136.7333,199806151200,201611211200
4600531,木曽岬町西対海地＊,35.0833,136.7333,201611211200,
4600930,東員町山田＊,35.0667,136.5833,199806151200,
4601130,菰野町菰野＊,35.0167,136.5167,199806151200,200211121200
4601131,菰野町潤田＊,35.0167,136.5,200211121200,
4601330,三重朝日町小向＊,35.0333,136.6667,199806151200,
4601430,川越町豊田一色（旧）＊,35.0333,136.6667,199806151200,200702281200
4601431,川越町豊田一色＊,35.0167,136.6667,200702281200,
4601530,いなべ市員弁町笠田新田（旧）＊,35.1167,136.5667,199806151200,202011301200
4601531,いなべ市北勢町阿下喜（旧）＊,35.15,136.5167,199806151200,201009039999
4601532,いなべ市大安町大井田＊,35.1,136.5333,199806151200,202011251200
4601533,いなべ市藤原町市場（旧）＊,35.1667,136.5,199806151200,202008181200
4601534,いなべ市北勢町阿下喜（旧２）＊,35.15,136.5167,201009039999,202102141200
4601535,いなべ市員弁町笠田新田＊,35.1167,136.5667,202011301200,
4601536,いなべ市大安町丹生川久下＊,35.1167,136.5167,202011251200,
4601537,いなべ市藤原町市場＊,35.1667,136.5,202008181200,
4601538,いなべ市北勢町阿下喜＊,35.15,136.5167,202102141200,
4601620,亀山市西丸町＊,34.85,136.45,200411011200,200908071500
4601621,亀山市椿世町＊,34.8667,136.45,201010051200,
4601630,亀山市本丸町＊,34.85,136.45,199907211200,
4601631,亀山市関町木崎＊,34.85,136.3833,199806151200,
4601670,亀山測候所,34.8667,136.4667,999999999999,196603319999
4610000,津市島崎町,34.7333,136.5167,192001999999,
4610001,津市片田薬王寺町,34.7167,136.4167,199604011200,
4610030,津市西丸之内＊,34.7167,136.5,199907211200,
4610031,津市久居東鷹跡町（旧）＊,34.6833,136.4667,199806151200,201009079999
4610032,津市河芸町浜田＊,34.7833,136.5333,200105101200,
4610033,津市芸濃町椋本＊,34.8,136.4333,200505161200,
4610034,津市美里町三郷＊,34.7167,136.3833,199806151200,
4610035,津市安濃町川西＊,34.7667,136.45,199806151200,200605251200
4610036,津市香良洲町＊,34.65,136.5333,199806151200,
4610037,津市一志町田尻（旧）＊,34.65,136.4333,199806151200,201207271200
4610038,津市白山町川口（旧）＊,34.6333,136.3333,199806151200,201008249999
4610039,津市美杉町八知（旧）＊,34.55,136.2667,199806151200,201403271200
4610040,津市安濃町東観音寺＊,34.7667,136.45,200605251200,
4610041,津市久居東鷹跡町＊,34.6667,136.4667,201009079999,201502181200
4610042,津市白山町川口＊,34.6333,136.3333,201008249999,
4610043,津市一志町田尻＊,34.65,136.4333,201207271200,
4610044,津市美杉町八知＊,34.55,136.2667,201403271200,
4610045,津市久居明神町＊,34.6833,136.4667,201502181200,
4610060,河芸町上野＊,34.7833,136.5333,199806151200,200105101200
4610061,芸濃町椋本（旧）＊,34.8167,136.4333,199806151200,200505161200
4610062,白山町古市＊,34.65,136.3333,200411011200,200511181700
4610200,松阪市高町,34.5833,136.55,199604011200,200908211500
4610201,松阪市上川町,34.55,136.55,201003311300,
4610222,松阪市魚町＊,34.5833,136.5333,200706021200,
4610230,松阪市殿町（旧）＊,34.5833,136.5333,199806151200,201007231700
4610231,松阪市嬉野町（旧）＊,34.6167,136.4833,199806151200,201403041200
4610232,松阪市曽原町＊,34.6333,136.5167,199806151200,
4610233,松阪市飯南町粥見（旧）＊,34.45,136.3833,199806151200,201008191731
4610234,松阪市飯高町宮前＊,34.4333,136.3333,199806151200,
4610235,松阪市殿町＊,34.5833,136.5333,201007231700,
4610236,松阪市飯南町粥見＊,34.45,136.3833,201008191731,
4610237,松阪市嬉野町＊,34.6167,136.4833,201403041200,
4610430,名張市鴻之台＊,34.6333,136.1,199806151200,
4612130,多気町相可（旧）＊,34.5,136.55,199806151200,200704011200
4612131,多気町朝柄＊,34.4667,136.4667,199806151200,
4612132,多気町相可（旧２）＊,34.5,136.55,200704011200,201008211800
4612133,多気町相可＊,34.5,136.55,201008211800,
4612230,三重明和町馬之上＊,34.55,136.6167,199806151200,
4614300,伊賀市緑ケ丘本町（旧）,34.7667,136.15,193701139999,201003311300
4614301,伊賀市緑ケ丘本町,34.7667,136.15,201003311300,
4614320,伊賀市小田町＊,34.7667,136.1167,200411011200,
4614330,伊賀市上野丸之内＊,34.7667,136.1333,199806151200,201903121200
4614331,伊賀市下柘植＊,34.8333,136.2167,199806151200,
4614332,伊賀市島ヶ原＊,34.7667,136.05,199806151200,
4614333,伊賀市馬場（旧）＊,34.8333,136.1833,199806151200,202012271200
4614334,伊賀市平田（旧）＊,34.7667,136.2167,199806151200,202012061200
4614335,伊賀市阿保（旧）＊,34.6667,136.1833,199806151200,201010051200
4614336,伊賀市阿保（旧２）＊,34.6667,136.1833,201010051200,202205271200
4614337,伊賀市四十九町＊,34.75,136.15,201903121200,
4614338,伊賀市平田＊,34.7667,136.2167,202012061200,
4614339,伊賀市馬場＊,34.8333,136.1833,202012271200,
4614340,伊賀市阿保＊,34.6667,136.1833,202205271200,
4620000,尾鷲市南陽町（旧）,34.0667,136.2,999999999999,200709141800
4620001,尾鷲市南陽町,34.0667,136.2,200709141800,
4620020,尾鷲市南浦＊,34.0667,136.1667,200411011200,
4620030,尾鷲市中央町＊,34.0667,136.1833,199907211200,
4620120,熊野市有馬町＊,33.8833,136.0833,200411011200,
4620130,熊野市井戸町＊,33.8833,136.1,199806151200,
4620131,熊野市紀和町板屋（旧）＊,33.8833,135.9167,199806151200,202101101200
4620132,熊野市紀和町板屋＊,33.8833,135.9167,202101101200,
4620800,三重御浜町寺谷総合公園,33.8167,136.0333,201210021200,
4620830,三重御浜町下市木＊,33.8167,136.05,199806151200,200105101200
4620831,三重御浜町阿田和＊,33.8167,136.05,200105101200,
4620930,紀宝町成川＊,33.7333,136.0,199806151200,201008269999
4620931,紀宝町鵜殿＊,33.7333,136.0167,199806151200,
4620932,紀宝町神内＊,33.75,136.0167,201008269999,
4621230,三重大紀町滝原＊,34.35,136.4167,199806151200,
4621231,三重大紀町錦＊,34.2167,136.4,199806151200,
4621232,三重大紀町大内山（旧）＊,34.2833,136.3667,199907211200,201007021800
4621233,三重大紀町大内山＊,34.2833,136.35,201007021800,
4621330,南伊勢町五ヶ所浦＊,34.35,136.7,199806151200,
4621331,南伊勢町神前浦＊,34.2833,136.5,200007181200,
4621360,南島町神前浦（旧）＊,34.2833,136.5,199907211200,200007181200
4621400,三重紀北町十須,34.2333,136.2667,200505161200,
4621430,三重紀北町長島（旧）＊,34.2,136.3333,199806151200,201008289999
4621431,三重紀北町相賀＊,34.1167,136.2333,199806151200,
4621432,三重紀北町長島＊,34.2,136.3333,201008289999,201303231200
4621433,三重紀北町東長島＊,34.2167,136.3333,201303231200,
4621470,紀伊長島町十須（旧）,34.25,136.2667,199407151200,200505161200
4621500,伊勢市矢持町,34.4,136.7,199407151200,
4621520,伊勢市楠部町＊,34.4833,136.7333,200411011200,
4621530,伊勢市岩淵＊,34.4833,136.7167,199806151200,
4621531,伊勢市二見町茶屋＊,34.5,136.7833,199806151200,
4621532,伊勢市小俣町元町＊,34.5,136.6667,199806151200,
4621533,伊勢市御薗町長屋＊,34.5167,136.7167,199806151200,
4621630,鳥羽市鳥羽（旧）＊,34.4833,136.85,199907211200,201007311800
4621631,鳥羽市鳥羽＊,34.4833,136.85,201007311800,
4621700,志摩市志摩町和具,34.2667,136.8167,199604011200,
4621720,志摩市志摩町布施田＊,34.25,136.8167,200411011200,
4621730,志摩市浜島町浜島（旧）＊,34.3,136.75,199907211200,201603291200
4621731,志摩市大王町波切＊,34.2833,136.8833,199806151200,
4621732,志摩市阿児町鵜方（旧）＊,34.3333,136.8333,199806151200,200910011300
4621733,志摩市磯部町迫間＊,34.3833,136.8,200505161200,
4621734,志摩市阿児町鵜方＊,34.3333,136.8333,200910011300,
4621735,志摩市浜島町浜島＊,34.3,136.75,201603221200,
4621760,志摩市磯部町迫間（旧）＊,34.3667,136.8,199806151200,200505161200
4621830,大台町佐原＊,34.4,136.4,200011301200,
4621831,大台町江馬＊,34.3667,136.3333,199907211200,
4621860,大台町佐原（旧）＊,34.3833,136.4,199806151200,200011301200
4621870,宮川通報所,34.2833,136.2,195904019999,999999999999
4621930,玉城町田丸＊,34.4833,136.6333,199806151200,
4622030,度会町棚橋＊,34.4333,136.6167,200211121200,
4622060,度会町棚橋（旧）＊,34.4333,136.6167,199806151200,200211121200
5000000,彦根市城町（旧）,35.2833,136.25,189499999999,200803130900
5000001,彦根市城町,35.2833,136.25,200803131200,
5000020,彦根市西今町＊,35.25,136.2333,200411011200,
5000030,彦根市元町＊,35.2667,136.2667,200011301200,
5000120,長浜市公園町＊,35.3833,136.2667,200411011200,
5000130,長浜市高田町＊,35.3833,136.2833,200003281200,201412151200
5000131,長浜市内保町＊,35.4333,136.3,200003281200,
5000132,長浜市落合町＊,35.4167,136.2333,200003281200,202208101200
5000133,長浜市五村＊,35.4167,136.2667,200003281200,201502021200
5000134,長浜市湖北町速水＊,35.45,136.25,200003281200,
5000135,長浜市高月町渡岸寺＊,35.4667,136.2333,200003281200,
5000136,長浜市木之本町木之本＊,35.5,136.2167,200003281200,
5000137,長浜市余呉町中之郷＊,35.55,136.2,200011301200,
5000138,長浜市西浅井町大浦（旧）＊,35.5,136.1167,200003281200,201101061200
5000139,長浜市西浅井町大浦＊,35.5,136.1167,201101061200,
5000140,長浜市八幡東町＊,35.3833,136.2833,201412151200,
5000141,長浜市宮部町＊,35.4167,136.2667,201502021200,
5000142,長浜市難波町＊,35.4167,136.2333,202208101200,
5000830,豊郷町石畑＊,35.2,136.2333,200003281200,
5000930,甲良町在士＊,35.2,136.2667,200003281200,
5001030,多賀町多賀＊,35.2167,136.3,200003281200,
5001070,多賀,35.1833,136.3167,199407151200,199604081200
5002920,高島市今津町日置前＊,35.4167,136.0167,200411011200,
5002921,高島市朽木柏＊,35.35,135.9167,200411011200,
5002930,高島市マキノ町＊,35.4667,136.0333,200003281200,
5002931,高島市今津町弘川（旧）＊,35.4,136.0333,200003281200,201711171200
5002932,高島市朽木市場＊,35.35,135.9167,200003281200,
5002933,高島市安曇川町（旧）＊,35.3333,136.0167,200003281200,201703051200
5002934,高島市勝野（旧）＊,35.3,136.0167,200003281200,201101061200
5002935,高島市新旭町＊,35.35,136.0333,200003281200,
5002936,高島市勝野＊,35.3,136.0167,201101061200,
5002937,高島市安曇川町＊,35.3333,136.0167,201703051200,
5002938,高島市今津町弘川＊,35.4,136.0333,201711171200,
5003030,米原市長岡（旧）＊,35.3667,136.3667,200003281200,201101061200
5003031,米原市春照＊,35.3833,136.3833,200003281200,
5003032,米原市下多良＊,35.3167,136.2833,200003281200,202104121200
5003033,米原市顔戸＊,35.3333,136.3,200003281200,
5003034,米原市長岡＊,35.3667,136.3667,201101061200,
5003035,米原市米原＊,35.3167,136.3,202104121200,
5003070,伊吹山測候所,35.4,136.4,193301019999,198903319999
5003130,愛荘町安孫子＊,35.1667,136.25,200003281200,
5003131,愛荘町愛知川＊,35.1667,136.2167,200003281200,
5010000,大津市御陵町,35.0167,135.85,199604011200,
5010001,大津市北消防署志賀分署,35.2,135.9167,199604011200,200803120830
5010002,大津市木戸市民センター,35.2,135.9167,200803252000,201412191200
5010003,大津市南小松,35.2333,135.95,201412191200,
5010020,大津市国分＊,34.9667,135.9,200411011200,
5010021,大津市木戸消防分団＊,35.2,135.9167,200411011200,
5010030,大津市真野（旧）＊,35.1333,135.9167,200112121200,201101061200
5010031,大津市南郷＊,34.95,135.9167,200112121200,
5010032,大津市真野＊,35.1333,135.9167,201101061200,
5010100,近江八幡市桜宮町（旧）,35.1333,136.1,199604011200,200908211500
5010101,近江八幡市桜宮町,35.1333,136.1,201003151100,
5010110,近江八幡市桜宮町（旧２）,35.1333,136.1,200910011300,201003151100
5010120,近江八幡市出町＊,35.1333,136.1,200411011200,
5010130,近江八幡市安土町小中＊,35.1333,136.1333,200003281200,201101061200
5010131,近江八幡市安土町下豊浦＊,35.15,136.1333,201101061200,
5010330,草津市草津（旧）＊,35.0167,135.9667,200003281200,201108021200
5010331,草津市草津＊,35.0167,135.9667,201108021200,
5010430,守山市吉身＊,35.0667,136.0,200003281200,201101061200
5010431,守山市石田町＊,35.0667,135.9833,201101061200,
5010530,栗東市安養寺＊,35.0167,136.0,200003281200,
5011730,滋賀日野町河原（旧）＊,35.0167,136.25,200003281200,201703221200
5011731,滋賀日野町河原＊,35.0167,136.25,201703221200,
5011830,竜王町小口＊,35.0667,136.1167,200003281200,
5012130,野洲市西河原＊,35.1,136.0167,200003281200,
5012131,野洲市小篠原（旧）＊,35.0667,136.0333,200403011200,200411011200
5012132,野洲市小篠原＊,35.0667,136.0333,200411011200,
5012160,野洲町小篠原（旧）＊,35.0667,136.0333,200003281200,200403011200
5012220,湖南市中央森北公園＊,35.0,136.0833,200411011200,
5012230,湖南市石部中央西庁舎＊,35.0167,136.0667,200003281200,
5012231,湖南市中央東庁舎＊,35.0,136.0833,200011301200,
5012300,甲賀市水口町（旧）,34.9667,136.1667,199604011200,201703171200
5012301,甲賀市水口町,34.9667,136.1667,201703171200,
5012320,甲賀市甲賀町大久保＊,34.9,136.2333,200411011200,
5012330,甲賀市土山町＊,34.9333,136.2833,200003281200,
5012331,甲賀市甲賀町相模（旧）＊,34.9,136.2167,200003281200,201703061200
5012332,甲賀市甲南町＊,34.9333,136.1667,200003281200,
5012333,甲賀市信楽町＊,34.8833,136.0667,200011301200,
5012334,甲賀市甲賀町相模＊,34.9,136.2167,201703061200,
5012400,東近江市君ヶ畑町,35.1333,136.3833,199604081200,
5012420,東近江市上二俣町＊,35.0667,136.3,200411011200,
5012430,東近江市八日市緑町＊,35.1167,136.2,200003281200,
5012431,東近江市五個荘竜田町＊,35.15,136.1833,200003281200,201302011200
5012432,東近江市山上町（旧）＊,35.0833,136.3,200003281200,201101061200
5012433,東近江市下中野町＊,35.1167,136.2667,200003281200,201101061200
5012434,東近江市池庄町＊,35.1333,136.25,200003281200,
5012435,東近江市市子川原町＊,35.0667,136.1833,200003281200,
5012436,東近江市躰光寺町（旧）＊,35.1833,136.1667,200003281200,201101061200
5012437,東近江市山上町＊,35.0833,136.3,201101061200,
5012438,東近江市妹町＊,35.1167,136.2667,201101061200,
5012439,東近江市躰光寺町（旧２）＊,35.1833,136.1667,201101061200,201511271200
5012440,東近江市五個荘小幡町＊,35.15,136.2,201302011200,
5012441,東近江市躰光寺町＊,35.1833,136.1667,201511271200,
5100000,福知山市内記,35.3,135.1333,199604011200,
5100020,福知山市長田野町＊,35.2833,135.1833,200411011200,
5100030,福知山市三和町千束＊,35.2167,135.2333,199812151200,
5100031,福知山市夜久野町額田＊,35.3167,135.0,199810151200,
5100032,福知山市大江町河守＊,35.3833,135.15,199810151200,
5100070,福知山通報所,35.3,135.1167,189011019999,999999999999
5100100,舞鶴市下福井,35.45,135.3167,194701999999,
5100120,舞鶴市浜＊,35.4833,135.3833,200411011200,
5100130,舞鶴市北吸（旧）＊,35.4667,135.3833,199810151200,201105121300
5100131,舞鶴市北吸＊,35.4667,135.3833,201105121300,
5100230,綾部市若竹町（旧）＊,35.3,135.2667,199810151200,201105121300
5100231,綾部市若竹町＊,35.3,135.2667,201105121300,
5100310,宮津市柳縄手（旧）,35.5333,135.2,199907211200,200103221200
5100330,宮津市柳縄手＊,35.5333,135.2,200103221200,
